STOP	</s>
50	properties
50	prosecutions
50	proteins
50	purposes
50	ratios
50	realities
50	receivables
50	recorder
50	reformers
50	reforms
50	refrigerators
50	regions
50	regulations
50	regulators
50	relations
50	restaurants
50	restraints
50	routes
50	scams
50	schemes
50	schools
50	sectors
50	sedan
50	seeds
50	sentences
50	ships
50	shops
50	solutions
50	spots
50	staffers
50	states
50	stations
50	statutes
50	stocks
50	stones
50	stores
50	strategies
50	studios
50	subsidiaries
50	supervisors
50	tapes
50	techniques
50	tenants
50	terminals
50	theories
50	tourists
50	transplants
50	treasurys
50	trips
50	troops
50	troubles
50	turf
50	vault
50	ventures
50	vessels
50	warming
50	watches
50	whiskey
50	wines
50	woes
50	workers
50	workstations
50	youngsters
51	beneath
51	blaming
51	clears
51	dominates
51	dragging
51	during
51	in
51	marking
51	near
51	since
51	swapo
51	throughout
51	trailed
51	under
51	violates
52	&
52	ahmanson
52	alto
52	ark
52	bancorp
52	bank-backed
52	benton
52	biscuits
52	boveri
52	bowes
52	bran
52	burnham
52	calif
52	calif.-based
52	cities\/abc
52	co
52	conn
52	corp
52	d.
52	deviation
52	donuts
52	fla
52	gamble
52	greene
52	hart
52	haskins
52	heights
52	hut
52	hutton
52	inc
52	industries
52	jenrette
52	jewelers
52	jr
52	lambert
52	ltd
52	lumpur
52	marine
52	mass
52	md
52	mich
52	microsystems
52	motor
52	n.c
52	n.j
52	n.y
52	nabisco
52	nathan
52	nielsen
52	pa
52	peabody
52	phelps
52	pipelines
52	pont
52	richfield
52	roebuck
52	s.a
52	s.c
52	sachs
52	schroder
52	sons
52	spencer
52	springs
52	stearns
52	telegraph
52	township
52	va
52	walker
53	been
53	begun
53	being
53	closely
53	considering
53	contemplating
53	fallen
53	genetically
53	gotten
53	grown
53	hardest
53	instantly
53	interbank
53	literally
53	mighty
53	named
53	newly
53	partially
53	quietly
53	risen
53	severely
53	specially
53	steering
53	wholly
53	widely
54	's
54	bono
54	bros.
54	hopkins
54	ky.
55	allocation
55	billings
55	bookings
55	capitalization
55	certificates
55	circulation
55	delivery
55	denominations
55	dividend
55	earnings
55	expense
55	gnp
55	halts
55	importer
55	income
55	inflows
55	loss
55	margin
55	margins
55	outflows
55	output
55	ownership
55	payments
55	payout
55	prepayments
55	proceeds
55	profit
55	rate
55	rates
55	refunding
55	results
55	revenue
55	revenues
55	sales
55	shipments
55	spreads
55	syndrome
55	term
55	termination
55	turnover
55	volume
56	abm
56	abortion
56	accounting
56	achievement
56	ad
56	adjacent
56	adjuster
56	administrators
56	advertising
56	advisory
56	aids
56	alcohol
56	annuity
56	anxiety
56	appropriations
56	arms
56	asbestos
56	audio
56	audit
56	ballot
56	barrier
56	baseball
56	beer
56	bidding
56	bike
56	borrowing
56	bougainville
56	brain
56	brand
56	breakfast
56	bribery
56	budget
56	burning
56	bus
56	business
56	butter
56	cabinet
56	cananea
56	cancer
56	capitol
56	car
56	care
56	cargo
56	casino
56	cattle
56	cd
56	cell
56	checking
56	chemistry
56	cholesterol
56	christmas
56	citizen
56	civic
56	cleanup
56	coal
56	cocoa
56	coffee
56	college
56	color
56	commodities
56	commons
56	compensation
56	compliance
56	computing
56	conservatorship
56	conspiracy
56	construction
56	consumption
56	copper
56	corn
56	counseling
56	credit
56	crime
56	crisis
56	custom
56	customs
56	data
56	debt
56	defense
56	delegate
56	democracy
56	deposit
56	depreciation
56	designs
56	development
56	digest
56	disaster
56	disk
56	distribution
56	distributors
56	diverse
56	diversification
56	education
56	electricity
56	emhart
56	emissions
56	employee
56	employment
56	enforcement
56	engine
56	enterprise
56	epo
56	equities
56	ethics
56	evaluation
56	exclusivity
56	executions
56	expenditure
56	f-14
56	fabric
56	fabrication
56	face-to-face
56	facsimile
56	factory
56	fairness
56	fantasy
56	fashion
56	fax
56	fertilizer
56	fiber
56	finances
56	financing
56	folk
56	food
56	fraud
56	furniture
56	gambling
56	gasoline
56	generating
56	geography
56	gold
56	grain
56	greed
56	greedy
56	guinea
56	hair
56	hardware
56	headline
56	health
56	helicopter
56	holidays
56	home
56	housing
56	hud
56	human-rights
56	infiniti
56	inflation
56	information
56	infrastructure
56	injury
56	input
56	intelligence
56	investment
56	jeans
56	jeep
56	jet
56	l.a.
56	land
56	landing
56	lending
56	liability
56	life
56	litigation
56	loan
56	location
56	lubricants
56	machine
56	machinery
56	mail
56	mainframe
56	maintenance
56	makeup
56	management
56	marketing
56	material
56	meat
56	memory
56	merchandise
56	merchandising
56	mergers
56	metal
56	mineral
56	minorities
56	money
56	motel
56	muscle
56	music
56	narcotics
56	neck
56	news
56	newspaper
56	newsprint
56	offensive
56	opposition
56	options
56	overhead
56	overseas
56	packaging
56	paintings
56	palladium
56	patent
56	patient
56	payroll
56	pc
56	peace
56	personnel
56	phone
56	planning
56	policy
56	politburo
56	pollution
56	pork
56	portfolio
56	power
56	pricing
56	prime-time
56	privatization
56	processes
56	processing
56	procurement
56	product
56	production
56	productivity
56	property
56	psychology
56	race
56	radar
56	radiation
56	radio
56	rape
56	re-election
56	recognition
56	rehabilitation
56	reinsurance
56	reinvestment
56	reliance
56	repression
56	research
56	resolution
56	retirement
56	reunification
56	rice
56	safety
56	school
56	science
56	sdi
56	security
56	seniors
56	sentencing
56	sex
56	shop
56	shopping
56	sidewalk
56	smoking
56	soap
56	society
56	software
56	solar
56	space
56	spirits
56	sports
56	staff
56	statistics
56	steam
56	storage
56	store
56	student
56	subway
56	sugar
56	supercomputer
56	supermarket
56	swaps
56	syndicate
56	talent
56	tank
56	technology
56	teller
56	testing
56	therapy
56	ticket
56	tissue
56	tourism
56	trade
56	traffic
56	transit
56	translation
56	transport
56	truck
56	tuition
56	underwear
56	vacation
56	vehicle
56	venice
56	vermont-slauson
56	viability
56	violence
56	warning
56	wastewater
56	water
56	waterworks
56	weapons
56	welfare
56	wheels
56	wire
56	wpp
56	writers
57	advancing
57	analyzing
57	anti-nuclear
57	both
57	cara
57	confirming
57	endless
57	equity-purchase
57	gatt
57	kent
57	letting
57	many
57	most
57	numerous
57	rampant
57	self-employed
57	shedding
57	some
57	such
57	these
57	those
57	unfilled
57	wooing
58	actor
58	actress
58	architect
58	author
58	barney
58	basir
58	bsn
58	chairman
58	chancellor
58	co-author
58	designer
58	developer
58	dictator
58	director
58	editor
58	exporter
58	financier
58	founder
58	fromstein
58	g.m.b
58	governor
58	judge
58	marketer
58	mayor
58	medium
58	minister
58	naming
58	officer
58	owner
58	president
58	principals
58	professor
58	publisher
58	punts
58	rev.
58	roe
58	secretary
58	senator
58	son
58	speaker
58	specter
58	thief
58	treasurer
58	trustee
58	uncle
58	undersecretary
58	vicar
59	callers
59	concerning
59	fulton
59	improves
59	involving
59	of
60	absolutely
60	aggressively
60	artificially
60	better
60	bitterly
60	considerably
60	damn
60	deeply
60	downright
60	drastically
60	economically
60	environmentally
60	equally
60	exceptionally
60	extraordinarily
60	extremely
60	fairly
60	faster
60	federally
60	fewer
60	fiercely
60	financially
60	fort
60	freely
60	fully
60	greater
60	grossly
60	heavier
60	highly
60	increasingly
60	intensely
60	internationally
60	intraday
60	laughing
60	less
60	marginally
60	mildly
60	moderately
60	morally
60	more
60	narrowly
60	no
60	overly
60	perfectly
60	permanently
60	politically
60	poorer
60	potentially
60	presumed
60	pretty
60	rapidly
60	rather
60	reasonably
60	relatively
60	riskier
60	scoring
60	seasonally
60	sharply
60	significantly
60	slightly
60	smiling
60	somewhat
60	steadily
60	substantially
60	sufficiently
60	surprisingly
60	sustained
60	talking
60	too
60	totally
60	truly
60	unfairly
60	unusually
60	utterly
60	very
60	wider
60	wildly
61	ability
61	admission
61	affidavits
61	aim
61	ambitions
61	answers
61	appetite
61	arctic
61	artery
61	aspirations
61	attempt
61	attempts
61	attention
61	bet
61	blessing
61	blow
61	bullet
61	chance
61	circumstances
61	claim
61	commitment
61	commute
61	concert
61	conflict
61	conspiring
61	constituency
61	crusade
61	danger
61	dangers
61	decision
61	deck
61	desire
61	determination
61	dignity
61	disagreement
61	disappointment
61	discretion
61	door
61	eagerness
61	effort
61	efforts
61	embarrassment
61	excuse
61	exposure
61	failure
61	finger
61	forum
61	frenzy
61	frequency
61	glory
61	grade
61	guide
61	hearts
61	hope
61	hurdle
61	hurry
61	impetus
61	inability
61	incentive
61	independence
61	intent
61	intention
61	intentions
61	invitation
61	isi
61	leg
61	license
61	limits
61	links
61	mandate
61	manner
61	matter
61	mind
61	mistake
61	moment
61	objections
61	obstacle
61	opportunity
61	option
61	order
61	outsider
61	path
61	phenomenon
61	phrase
61	place
61	plan
61	plea
61	pledge
61	prelude
61	presentation
61	profession
61	prohibition
61	promise
61	proportion
61	question
61	races
61	reaction
61	reason
61	reference
61	refusal
61	reluctance
61	residence
61	response
61	right
61	route
61	rush
61	sandinistas
61	scale
61	scheme
61	scramble
61	sense
61	standing
61	stuff
61	sum
61	temptation
61	tendency
61	testimony
61	thing
61	threat
61	threats
61	time
61	tips
61	transition
61	trip
61	tune
61	twist
61	visit
61	visits
61	way
61	weight
61	willingness
62	bare-faced
62	bloated
62	costa
62	everyday
62	hectic
62	hong
62	new
62	puerto
62	recent
62	unprofitable
63	accrued
63	actual
63	adjustable
63	annual
63	attendance
63	capita
63	deficiency
63	disposable
63	double-digit
63	eurodollar
63	first-half
63	first-quarter
63	floating
63	fourth-quarter
63	full-year
63	gross
63	incompetent
63	interest
63	jobless
63	lung-cancer
63	mortality
63	net
63	new-home
63	nine-month
63	non-interest
63	one-year
63	operating
63	per-share
63	pretax
63	prime
63	quarterly
63	second-quarter
63	semiannual
63	severance
63	short
63	softening
63	subscription
63	third-quarter
63	tpa
63	typical
63	unconsolidated
63	unemployment
63	yearly
64	advantage
64	amounts
64	anniversary
64	anticipation
64	array
64	aspect
64	aspects
64	aware
64	awareness
64	baskets
64	batch
64	billions
64	blocks
64	breed
64	burst
64	capable
64	celebration
64	characteristic
64	chiefs
64	chunk
64	chunks
64	combination
64	completion
64	component
64	composed
64	confirmation
64	consequence
64	consisting
64	consists
64	copies
64	copy
64	critic
64	definition
64	details
64	diversity
64	dozens
64	drawings
64	dying
64	element
64	elimination
64	enactment
64	encouragement
64	episodes
64	evidence
64	examples
64	existence
64	exodus
64	expression
64	fines
64	flood
64	flurry
64	form
64	function
64	generation
64	generations
64	habit
64	halls
64	handful
64	head
64	heroes
64	host
64	hundreds
64	indication
64	indicator
64	influx
64	inning
64	installation
64	interpretation
64	inventor
64	issuers
64	kind
64	kinds
64	lack
64	lots
64	maturities
64	milestones
64	millions
64	mix
64	multiples
64	number
64	pair
64	part
64	passage
64	phase
64	photographs
64	photos
64	piece
64	plenty
64	portion
64	portions
64	portrait
64	portrayal
64	propaganda
64	proponents
64	ps
64	pursuit
64	quantities
64	quantity
64	reflection
64	regardless
64	reminder
64	restoration
64	revamping
64	revival
64	round
64	rows
64	sample
64	scope
64	sections
64	seizure
64	shame
64	shipment
64	shortage
64	sigh
64	sight
64	sign
64	signs
64	slate
64	sort
64	sorts
64	source
64	spate
64	spectrum
64	spite
64	spread
64	stages
64	stream
64	strengthening
64	string
64	succession
64	supportive
64	tale
64	taste
64	tens
64	terms
64	thousands
64	tired
64	type
64	types
64	understanding
64	variety
64	version
64	versions
64	victim
64	violation
64	vision
64	wave
65	to
66	300-a-share
66	N
66	equaling
66	eurodollars
66	fractionally
66	micro
66	yards
67	abandon
67	abolish
67	absorb
67	accelerate
67	accept
67	accommodate
67	accomplish
67	accuse
67	achieve
67	acquire
67	add
67	adjust
67	admit
67	adopt
67	advise
67	affect
67	alleviate
67	allow
67	alter
67	analyze
67	announce
67	anticipate
67	appreciate
67	approve
67	arrange
67	ask
67	assess
67	assist
67	assume
67	assure
67	attend
67	attract
67	avoid
67	await
67	begin
67	bolster
67	bring
67	broaden
67	build
67	buy
67	calculate
67	cancel
67	capture
67	carry
67	cease
67	cite
67	clarify
67	collect
67	combine
67	commit
67	complicate
67	conclude
67	condemn
67	confirm
67	consider
67	consolidate
67	construct
67	consume
67	contain
67	convert
67	convey
67	convince
67	coordinate
67	cover
67	create
67	curb
67	curtail
67	damp
67	decide
67	declare
67	defend
67	defer
67	define
67	deliver
67	demonstrate
67	deny
67	describe
67	destroy
67	detect
67	deter
67	determine
67	develop
67	devise
67	devote
67	disclose
67	discourage
67	discuss
67	dismiss
67	disrupt
67	distribute
67	diversify
67	dominate
67	ease
67	echo
67	educate
67	eliminate
67	employ
67	enable
67	enact
67	encourage
67	endanger
67	endure
67	enforce
67	enhance
67	enjoy
67	ensure
67	enter
67	establish
67	evaluate
67	examine
67	exceed
67	exclude
67	execute
67	expand
67	explain
67	exploit
67	explore
67	extend
67	extract
67	facilitate
67	fill
67	find
67	fix
67	follow
67	forge
67	forget
67	fulfill
67	gather
67	generate
67	get
67	give
67	govern
67	grab
67	handle
67	hear
67	hide
67	highlight
67	hire
67	identify
67	ignore
67	illustrate
67	imagine
67	implement
67	impose
67	improve
67	include
67	incur
67	indicate
67	induce
67	inform
67	inhibit
67	install
67	insure
67	integrate
67	intensify
67	interpret
67	introduce
67	investigate
67	involve
67	jeopardize
67	join
67	justify
67	keep
67	kill
67	leave
67	less-developed
67	let
67	lift
67	liquidate
67	loosen
67	lose
67	lure
67	maintain
67	make
67	manage
67	manipulate
67	manufacture
67	maximize
67	mean
67	meet
67	mention
67	mimic
67	minimize
67	modernize
67	modify
67	monitor
67	mount
67	negotiate
67	notify
67	obtain
67	oppose
67	oust
67	outperform
67	outweigh
67	overcome
67	override
67	oversee
67	owe
67	pass
67	perform
67	permit
67	persuade
67	pinpoint
67	pose
67	postpone
67	pour
67	preclude
67	preserve
67	prevent
67	produce
67	prohibit
67	promote
67	prompt
67	propose
67	protect
67	prove
67	provide
67	publish
67	punish
67	pursue
67	raise
67	reach
67	realize
67	reap
67	rebuild
67	recall
67	receive
67	reclaim
67	recognize
67	recommend
67	reconsider
67	recoup
67	recover
67	redeem
67	reduce
67	reflect
67	regain
67	regulate
67	reimburse
67	reinforce
67	reinvest
67	reject
67	relax
67	relieve
67	remember
67	remove
67	renew
67	reopen
67	repay
67	replace
67	represent
67	require
67	resemble
67	resist
67	resolve
67	restore
67	restrain
67	restrict
67	restructure
67	resume
67	retain
67	retrieve
67	reveal
67	revise
67	revive
67	revoke
67	rewrite
67	satisfy
67	save
67	scrap
67	scuttle
67	see
67	seek
67	seize
67	sell
67	send
67	settle
67	shoot
67	sink
67	slash
67	snack-food
67	soften
67	solve
67	spark
67	specify
67	spend
67	spur
67	stabilize
67	steal
67	steer
67	stem
67	stimulate
67	stir
67	stop
67	streamline
67	strengthen
67	submit
67	subsidize
67	sue
67	suspend
67	sustain
67	tackle
67	take
67	tap
67	teach
67	tell
67	terminate
67	thwart
67	tighten
67	topple
67	transform
67	treat
67	trim
67	undermine
67	underscore
67	understand
67	underwrite
67	undo
67	unload
67	unveil
67	update
67	violate
67	waive
67	weaken
67	wear
67	weigh
67	win
67	withdraw
67	withstand
67	woo
67	worsen
67	write
68	allowance
68	attendants
68	ban
68	basis
68	bid
68	bonus
68	breaks
68	bribe
68	buckle
68	change
68	clause
68	climb
68	contribution
68	convictions
68	coupon
68	crash
68	cry
68	decline
68	decrease
68	depletion
68	disappears
68	dive
68	drop
68	drops
68	engage
68	estimate
68	evasion
68	factor
68	fall
68	fee
68	fights
68	figure
68	flow
68	gain
68	increase
68	injection
68	irony
68	jump
68	layer
68	leap
68	mall
68	model
68	motive
68	move
68	newcomers
68	occasion
68	offer
68	page
68	participant
68	participate
68	permissible
68	petition
68	pitch
68	plunge
68	point
68	projection
68	proposition
68	pullout
68	quotas
68	quote
68	rebates
68	rebound
68	reduction
68	refund
68	rein
68	retreat
68	rise
68	rises
68	roll
68	shelters
68	shift
68	skipper
68	slide
68	slip
68	slump
68	specialize
68	squeeze
68	stake
68	stakes
68	step
68	surge
68	swing
68	syndicates
68	tally
68	tumble
68	upheaval
68	upside
68	vax
68	vote
68	wedge
68	whip
68	widening
68	yield
69	agricultural
69	allied
69	american
69	arab
69	architectural
69	asset-backed
69	atlanta-based
69	auto
69	automotive
69	backup
69	blackstone
69	bottling
69	british
69	brokerage
69	burger
69	cable-tv
69	calgary-based
69	cambria
69	candlestick
69	candy
69	carpet
69	closed-end
69	cold
69	collateralized
69	commercial
69	commonwealth
69	company-owned
69	computerized
69	comsat
69	con
69	consolidated
69	crown
69	crude
69	dallas-based
69	department-store
69	derivative
69	developing-country
69	diaper
69	disk-drive
69	diversified
69	dominion
69	dreyfus
69	dutch
69	egg
69	elders
69	electronic
69	european
69	faberge
69	fast-food
69	federal
69	fidelity
69	financial
69	financial-services
69	fixed-income
69	freshman
69	general
69	genetic
69	government-owned
69	grey
69	grocery
69	hand-held
69	heating
69	heritage
69	high-definition
69	high-tech
69	highland
69	hot-dipped
69	house-senate
69	industrial
69	international
69	intimate
69	italian
69	junior
69	kobe
69	kraft
69	lake
69	lipper
69	london-based
69	long-distance
69	mackenzie
69	maryland
69	mechanical
69	menlo
69	merchant
69	metropolitan
69	mideast
69	midland
69	mississippi
69	mobile
69	monetary
69	montgomery
69	mortgage-backed
69	mutual
69	national
69	natural
69	natural-gas
69	naval
69	newport
69	nikko
69	nippon
69	nobel
69	non-u.s.
69	norwegian
69	nsc
69	nuclear
69	nursing
69	nwa
69	occidental
69	olympic
69	omni
69	orange
69	philippine
69	photographic
69	piano
69	postal
69	precious
69	professional
69	property\/casualty
69	prudential-bache
69	public-relations
69	quickview
69	recycled
69	recycling
69	regional
69	remic
69	rocket
69	saudi
69	sci
69	scientific
69	scottish
69	shipbuilding
69	silicon
69	southwestern
69	specialty
69	state-controlled
69	state-owned
69	surgical
69	taiwanese
69	tandem
69	tangible
69	taxi
69	tennessee
69	tokyo-based
69	transportation
69	trucking
69	u.n.
69	uniroyal
69	united
69	universal
69	venerable
69	western
69	westridge
69	wooden
69	yamaichi
69	yankee
69	zenith
70	adequately
70	afford
70	agree
70	appear
70	apply
70	arrive
70	bail
70	beat
70	become
70	borrow
70	bother
70	break
70	capitalize
70	catch
70	cater
70	check
70	choose
70	come
70	compare
70	compensate
70	compete
70	complete
70	comply
70	concentrate
70	conform
70	continue
70	contribute
70	cooperate
70	cope
70	correct
70	cut
70	depend
70	deserve
70	die
70	differ
70	dip
70	disappear
70	drag
70	draw
70	drum
70	earn
70	eat
70	emerge
70	erode
70	exclusively
70	expire
70	fail
70	fend
70	fetch
70	file
70	finish
70	float
70	flush
70	fly
70	go
70	grasp
70	grow
70	happen
70	hedge
70	help
70	hold
70	interfere
70	intervene
70	invest
70	kick
70	knock
70	lay
70	learn
70	lend
70	lie
70	listen
70	live
70	lock
70	look
70	love
70	match
70	mature
70	merge
70	need
70	occur
70	offset
70	open
70	operate
70	pay
70	pick
70	pile
70	play
70	plummet
70	prepare
70	prevail
70	proceed
70	pull
70	pump
70	push
70	put
70	qualify
70	quit
70	read
70	regard
70	rely
70	remain
70	resign
70	respond
70	retire
70	run
70	sacrifice
70	salvage
70	scare
70	secure
70	serve
70	set
70	shore
70	shrink
70	shut
70	shy
70	single-a-3
70	sit
70	slow
70	soar
70	speak
70	speculate
70	spin
70	stand
70	stay
70	stayed
70	subscribe
70	succeed
70	suffer
70	surrendered
70	survive
70	switch
70	testify
70	threaten
70	throw
70	tilt
70	translate
70	trigger
70	try
70	turn
70	urge
70	wait
70	walk
70	welcome
70	whooping
70	widen
70	wind
70	wipe
70	zip
71	acknowledge
71	argue
71	attribute
71	believe
71	ca
71	complain
71	concede
71	contend
71	did
71	discover
71	do
71	does
71	feel
71	guess
71	insist
71	knew
71	know
71	predict
71	say
71	suggest
71	suspect
71	think
71	warn
71	wish
71	wo
71	wonder
71	worry
72	abrams
72	ackerman
72	adams
72	agnelli
72	alexander
72	allen
72	altman
72	anderson
72	baker
72	bakker
72	baldwin
72	baltimore
72	barber
72	barrett
72	bates
72	beam
72	beers
72	bennett
72	bernstein
72	berry
72	blair
72	boesel
72	boesky
72	bologna
72	boone
72	boren
72	bradford
72	bradley
72	broderick
72	bronner
72	brouwer
72	brown
72	bruno
72	bryant
72	bullock
72	burke
72	burton
72	butler
72	byrd
72	cane
72	capel
72	carpenter
72	carr
72	christie
72	chung
72	clark
72	cohen
72	connolly
72	conway
72	cook
72	coors
72	cornell
72	cox
72	crandall
72	cranston
72	cutler
72	daly
72	darman
72	davis
72	decker
72	deere
72	dell
72	demler
72	deukmejian
72	devoe
72	dingell
72	disney
72	dodd
72	dole
72	dover
72	downey
72	doyle
72	dunn
72	edgar
72	edwards
72	ehrlich
72	einhorn
72	ellis
72	evans
72	farrell
72	fazio
72	ferguson
72	fisher
72	fitzwater
72	fleming
72	flom
72	foley
72	fossett
72	franco
72	franklin
72	garcia
72	garrison
72	gates
72	generale
72	gillett
72	gintel
72	giorgio
72	glazer
72	goldberg
72	goldsmith
72	gould
72	green
72	greenberg
72	guterman
72	gutfreund
72	hamilton
72	harper
72	hatch
72	henderson
72	hills
72	hoffman
72	holt
72	hutchinson
72	hyman
72	ingersoll
72	inouye
72	iverson
72	jackson
72	jacobson
72	jefferies
72	johns
72	johnson
72	johnston
72	jolla
72	jordan
72	kaiser
72	kane
72	katz
72	kean
72	kelly
72	kennedy
72	klein
72	kodak
72	kravis
72	lama
72	lane
72	larsen
72	lauder
72	lee
72	leventhal
72	levine
72	lewis
72	lilly
72	louis
72	luzon
72	macdonald
72	madison
72	malcolm
72	marcus
72	markey
72	marous
72	mart
72	mason
72	matthews
72	maxwell
72	mayer
72	maynard
72	mccormick
72	mehl
72	mehta
72	memotec
72	merksamer
72	miller
72	mitchell
72	monte
72	moore
72	morris
72	mosbacher
72	moss
72	mullins
72	murphy
72	murray
72	n.h.
72	needham
72	nelson
72	neuberger
72	newhouse
72	norton
72	nye
72	o'connell
72	ore.
72	owen
72	parker
72	paterson
72	patterson
72	penn
72	penney
72	petrie
72	phillips
72	pickens
72	porter
72	posner
72	quina
72	ramirez
72	redmond
72	reed
72	reuter
72	reynolds
72	roberts
72	robertson
72	robinson
72	rogers
72	rosen
72	ross
72	roth
72	rowe
72	roy
72	rubin
72	runkel
72	russell
72	salinas
72	salvador
72	savaiko
72	schaeffer
72	schwab
72	schwartz
72	seidman
72	shannon
72	shapiro
72	shaw
72	sherman
72	simon
72	simpson
72	sloan
72	smith
72	spiegel
72	spielvogel
72	sr.
72	stein
72	stern
72	stevens
72	stevenson
72	stewart
72	stone
72	suez
72	sullivan
72	sung
72	taylor
72	thompson
72	traub
72	tribe
72	trotter
72	tucker
72	turner
72	upham
72	verwoerd
72	vinson
72	walters
72	warburg
72	warren
72	watson
72	waxman
72	wedd
72	weil
72	weiss
72	werner
72	whitten
72	whittle
72	wilbur
72	williams
72	wilson
72	wohlstetter
72	woods
72	wright
72	wyss
72	yetnikoff
73	acres
73	annually
73	apiece
73	barrels
73	cabernet
73	cent
73	cents
73	classes
73	edt
73	est
73	francs
73	guilders
73	kronor
73	lire
73	marks
73	miles
73	ounces
73	pages
73	pence
73	pesetas
73	points
73	pounds
73	respectively
73	rubles
73	tons
73	yen
74	abandoned
74	abolished
74	abused
74	accepted
74	accomplished
74	accumulated
74	achieved
74	acquired
74	adapted
74	addressed
74	adopted
74	aired
74	answered
74	appealed
74	approached
74	appropriated
74	approved
74	arising
74	aroused
74	arranged
74	arrived
74	assembled
74	assessed
74	attacked
74	attracted
74	auctioned
74	authorized
74	avoided
74	banned
74	barred
74	beaten
74	benefited
74	blocked
74	booked
74	boosted
74	bothered
74	bought
74	bounced
74	brought
74	brushed
74	built
74	burned
74	came
74	captured
74	carried
74	caught
74	caused
74	challenged
74	changed
74	characterized
74	chasing
74	circulating
74	cleared
74	collected
74	comes
74	completed
74	conducted
74	confiscated
74	considered
74	contained
74	contracted
74	converted
74	cooled
74	costing
74	created
74	credited
74	criticized
74	curtailed
74	dating
74	dealt
74	defeated
74	delivered
74	derived
74	described
74	deteriorated
74	determined
74	developed
74	devised
74	died
74	disagreed
74	disappeared
74	disclosed
74	discouraged
74	discussed
74	dismissed
74	dispatched
74	displayed
74	disrupted
74	done
74	drafted
74	dragged
74	drawn
74	dressed
74	driven
74	dubbed
74	dumped
74	eliminated
74	embraced
74	emerged
74	emerges
74	enacted
74	encountered
74	endorsed
74	engaged
74	entered
74	erased
74	eroded
74	erupted
74	escaped
74	established
74	evident
74	examined
74	executed
74	existed
74	expelled
74	expires
74	exported
74	faced
74	fared
74	featured
74	filed
74	fired
74	flew
74	flooded
74	followed
74	forgotten
74	formed
74	fought
74	founded
74	fueled
74	gathered
74	generated
74	goes
74	gone
74	hailed
74	hampered
74	handed
74	handled
74	hangs
74	happened
74	heard
74	held
74	hired
74	hit
74	hurt
74	identified
74	ignored
74	imposed
74	included
74	incorporated
74	incurred
74	indicted
74	influenced
74	inherited
74	inserted
74	inspired
74	instituted
74	instructed
74	instrumental
74	interrupted
74	interviewed
74	introduced
74	invested
74	investigated
74	involved
74	isolated
74	issued
74	jailed
74	justified
74	kicked
74	killed
74	knocked
74	lagged
74	laid
74	landed
74	launched
74	left
74	lies
74	lifted
74	lined
74	liquidated
74	lived
74	lobbied
74	located
74	looked
74	looming
74	mad
74	made
74	maintained
74	marched
74	matched
74	met
74	mired
74	missed
74	misstated
74	monitored
74	mounted
74	moved
74	negotiated
74	notified
74	obtained
74	occurred
74	occurs
74	offered
74	opened
74	opens
74	operated
74	opposed
74	ordered
74	outlined
74	outperformed
74	owed
74	packed
74	paid
74	participated
74	passed
74	passes
74	performed
74	performing
74	permitted
74	persuaded
74	phased
74	picked
74	placed
74	plagued
74	planted
74	played
74	pointed
74	portrayed
74	posed
74	postponed
74	poured
74	prescribed
74	presented
74	prevailed
74	prevented
74	produced
74	projecting
74	prompted
74	propelled
74	provided
74	published
74	pulled
74	pumped
74	purchased
74	pursued
74	pushed
74	racked
74	raised
74	ran
74	ranged
74	ratified
74	reached
74	rebounded
74	rebuffed
74	received
74	recognized
74	recorded
74	recovered
74	recruited
74	redeemed
74	reeling
74	reflected
74	regained
74	rejected
74	released
74	remembered
74	removed
74	renamed
74	reopened
74	repaired
74	replaced
74	represented
74	requested
74	resigned
74	resisted
74	resolved
74	restored
74	resulted
74	reversed
74	reviewed
74	robbed
74	sat
74	saved
74	scaled
74	scrapped
74	seen
74	seized
74	sent
74	settled
74	shared
74	shifted
74	shipped
74	shown
74	signed
74	singled
74	skyrocketed
74	slowed
74	snapped
74	sold
74	solved
74	sought
74	sparked
74	spawned
74	specializes
74	specializing
74	spent
74	spoken
74	spotted
74	spun
74	squeezed
74	stabilized
74	stalled
74	starts
74	stepped
74	strengthened
74	stretched
74	stripped
74	studied
74	submitted
74	succeeded
74	sued
74	suffered
74	supported
74	surfaced
74	suspended
74	taken
74	taxed
74	tested
74	threw
74	thrown
74	topped
74	torn
74	touched
74	transformed
74	traveled
74	treated
74	triggered
74	trimmed
74	turned
74	turns
74	uncovered
74	undercut
74	underestimated
74	undermined
74	undertaken
74	unraveled
74	upheld
74	used
74	voiced
74	waited
74	walked
74	walks
74	wasted
74	watched
74	welcomed
74	went
74	wiped
74	withdrawn
74	withheld
74	wore
74	worked
75	aeronautics
75	aerospace
75	air
75	air-freight
75	airlines
75	airways
75	aluminum
75	amicable
75	analytical
75	apparel
75	arabia
75	artists
75	assembly
75	aviation
75	bank-holding
75	banking
75	bar
75	basketball
75	battery
75	beach
75	bell
75	bicycle
75	biotechnology
75	brewery
75	brewing
75	broadcasting
75	bronfman
75	bullion
75	cable
75	capital
75	casualty
75	catalog
75	cellular
75	cereal
75	chemical
75	chemicals
75	clearing
75	clothing
75	coatings
75	communication
75	communications
75	community
75	computer
75	conservation
75	consulting
75	container
75	convenience
75	county
75	cruise
75	delta
75	detergent
75	drilling
75	drug
75	dynamics
75	edison
75	electric
75	electronics
75	energy
75	engineering
